Longitudinal Acceleration (m/s^2),Lateral Acceleration (m/s^2),Velocity (m/s)
-6.254898741807883,14.076563936447746,4.0
-5.268755327560196,14.589038923627124,4.0
-4.255984293859202,15.0271715125586,4.0
-3.2217464897447456,15.38872907999795,4.0
-2.1713121539980955,15.671869211457912,4.0
-1.1100340592131168,15.875149089730094,4.0
-0.043320235294117646,15.997532847150735,4.0
-0.08520802941176471,16.160548182657468,6.0
0.48988762452121987,16.11937295805258,6.0
1.062052722825447,15.9960571037443,6.0
1.6283716433119777,15.791229009059663,6.0
2.1859585545739137,15.505932431018376,6.0
2.731972121521813,15.141621175586314,6.0
3.2636299841760175,14.700151689413548,6.0
3.7782229359353257,14.183773599807756,6.0
4.273128729072831,13.59511825114912,6.0
4.745825437109261,12.937185296162527,6.0
5.1939043059722385,12.213327410374866,6.0
5.615082028454909,11.427233207649033,6.0
6.0072123794260675,10.582908443853212,6.0
6.368297152501483,9.684655604447157,6.0
6.696496342445599,8.737051980002505,6.0
6.990137521416445,7.744926341379247,6.0
7.247724361274565,6.713334333416264,6.0
7.467944258528229,5.647532712524091,6.0
7.649675023059948,4.552952559459207,6.0
7.791990596550087,3.4351716037814137,6.0
7.894165771457787,2.299885801022531,6.0
7.955679886512365,1.152880307402623,6.0
7.9762194798838,0.0,6.0
7.955679886512365,-1.152880307402623,6.0
7.894165771457787,-2.299885801022531,6.0
7.791990596550087,-3.4351716037814137,6.0
7.649675023059948,-4.552952559459207,6.0
7.467944258528229,-5.647532712524091,6.0
7.247724361274565,-6.713334333416264,6.0
6.990137521416444,-7.744926341379249,6.0
6.696496342445598,-8.737051980002507,6.0
6.3682971525014835,-9.684655604447155,6.0
6.0072123794260675,-10.582908443853212,6.0
5.615082028454909,-11.427233207649033,6.0
5.1939043059722385,-12.213327410374866,6.0
4.745825437109261,-12.937185296162527,6.0
4.273128729072831,-13.59511825114912,6.0
3.7782229359353257,-14.183773599807756,6.0
3.263629984176016,-14.70015168941355,6.0
2.731972121521813,-15.141621175586314,6.0
2.1859585545739137,-15.505932431018376,6.0
1.6283716433119777,-15.791229009059663,6.0
1.062052722825447,-15.9960571037443,6.0
0.48988762452121987,-16.11937295805258,6.0
-0.08520802941176471,-16.160548182657468,6.0
-1.1594677537484024,-16.160548182657468,6.0
-2.2282532967721194,-16.11937295805258,6.0
-3.2861183723433145,-15.9960571037443,6.0
-4.32767234252123,-15.791229009059663,6.0
-5.347607687019357,-15.505932431018376,6.0
-6.3407270491122345,-15.141621175586314,6.0
-7.301969720173958,-14.70015168941355,6.0
-8.226437427889335,-14.183773599807756,6.0
-9.1094192967268,-13.59511825114912,6.0
-9.946415853480309,-12.937185296162527,6.0
-10.733161955553426,-12.213327410374866,6.0
-11.465648525148323,-11.427233207649033,6.0
-12.140142978607285,-10.582908443853212,6.0
-12.75320824680345,-9.684655604447155,6.0
-13.30172028965722,-8.737051980002507,6.0
-13.78288401552842,-7.744926341379249,6.0
-14.19424752436261,-6.713334333416264,6.0
-14.533714602011711,-5.647532712524091,6.0
-14.79955540206085,-4.552952559459207,6.0
-14.990415260729135,-3.4351716037814137,6.0
-15.105321599925785,-2.299885801022531,6.0
-15.143688883285147,-1.152880307402623,6.0
-15.105321599925785,0.0,6.0
-14.990415260729135,1.152880307402623,6.0
-14.79955540206085,2.299885801022531,6.0
-14.533714602011711,3.4351716037814137,6.0
-14.19424752436261,4.552952559459207,6.0
-13.78288401552842,5.647532712524091,6.0
-13.301720289657219,6.713334333416264,6.0
-12.753208246803448,7.744926341379247,6.0
-12.140142978607287,8.737051980002505,6.0
-11.465648525148323,9.684655604447157,6.0
-10.733161955553426,10.582908443853212,6.0
-9.946415853480309,11.427233207649033,6.0
-9.1094192967268,12.213327410374866,6.0
-8.226437427889335,12.937185296162527,6.0
-7.301969720173958,13.59511825114912,6.0
-6.340727049112232,14.183773599807756,6.0
-5.347607687019357,14.700151689413548,6.0
-4.32767234252123,15.141621175586314,6.0
-3.2861183723433145,15.505932431018376,6.0
-2.2282532967721194,15.791229009059663,6.0
-1.1594677537484024,15.9960571037443,6.0
-0.08520802941176471,16.11937295805258,6.0
-0.1438509411764706,16.328985212762955,8.0
0.4362487992315801,16.28738082990997,8.0
1.0133924843332607,16.162779687749456,8.0
1.584639122202469,15.955816725140728,8.0
2.147077770914071,15.667546577901083,8.0
2.6978423720366984,15.299438204623426,8.0
3.2341263554095745,14.853367401199991,8.0
3.753196940780716,14.33160724219645,8.0
4.252409063428696,13.736816497784954,8.0
4.729218852806156,13.072026085260788,8.0
5.1811965955210075,12.340623624182582,8.0
5.606039116598948,11.546336173839546,8.0
6.001581515935181,10.693211241011655,8.0
6.365808200129114,9.785596154802874,8.0
6.6968631534863245,8.828115913648528,8.0
6.9930593958490865,7.825649617383437,8.0
7.252887579060572,6.783305604467534,8.0
7.475023678257085,5.7063954210640135,8.0
7.658335738795268,4.600406754617603,8.0
7.801889644433502,3.4709754698572297,8.0
7.904953877374153,2.3238568897212257,8.0
7.967003245910593,1.164896467550853,8.0
7.987721560683747,0.0,8.0
7.967003245910593,-1.164896467550853,8.0
7.904953877374153,-2.3238568897212257,8.0
7.801889644433502,-3.4709754698572297,8.0
7.658335738795268,-4.600406754617603,8.0
7.475023678257085,-5.7063954210640135,8.0
7.252887579060572,-6.783305604467534,8.0
6.993059395849086,-7.825649617383439,8.0
6.696863153486324,-8.82811591364853,8.0
6.3658082001291145,-9.785596154802873,8.0
6.001581515935181,-10.693211241011655,8.0
5.606039116598948,-11.546336173839546,8.0
5.1811965955210075,-12.340623624182582,8.0
4.729218852806156,-13.072026085260788,8.0
4.252409063428696,-13.736816497784954,8.0
3.753196940780716,-14.33160724219645,8.0
3.234126355409573,-14.853367401199993,8.0
2.6978423720366984,-15.299438204623426,8.0
2.147077770914071,-15.667546577901083,8.0
1.584639122202469,-15.955816725140728,8.0
1.0133924843332607,-16.162779687749456,8.0
0.4362487992315801,-16.28738082990997,8.0
-0.1438509411764706,-16.328985212762955,8.0
-1.2284936970839426,-16.328985212762955,8.0
-2.3076093621296594,-16.28738082990997,8.0
-3.3756990102400017,-16.162779687749456,8.0
-4.427319901396257,-15.955816725140728,8.0
-5.457113216590155,-15.667546577901083,8.0
-6.4598313651372194,-15.299438204623426,8.0
-7.430364725196013,-14.853367401199993,8.0
-8.363767681229831,-14.33160724219645,8.0
-9.25528382572982,-13.736816497784954,8.0
-10.100370196777387,-13.072026085260788,8.0
-10.894720427936809,-12.340623624182582,8.0
-11.634286692511456,-11.546336173839546,8.0
-12.315300330340806,-10.693211241011655,8.0
-12.934291052028778,-9.785596154802873,8.0
-13.488104622743014,-8.82811591364853,8.0
-13.97391893547258,-7.825649617383439,8.0
-14.389258391838416,-6.783305604467534,8.0
-14.732006517175195,-5.7063954210640135,8.0
-15.000416745601104,-4.600406754617603,8.0
-15.19312132011721,-3.4709754698572297,8.0
-15.309138262383625,-2.3238568897212257,8.0
-15.347876376656018,-1.164896467550853,8.0
-15.309138262383625,0.0,8.0
-15.19312132011721,1.164896467550853,8.0
-15.000416745601104,2.3238568897212257,8.0
-14.732006517175195,3.4709754698572297,8.0
-14.389258391838416,4.600406754617603,8.0
-13.97391893547258,5.7063954210640135,8.0
-13.488104622743013,6.783305604467534,8.0
-12.934291052028776,7.825649617383437,8.0
-12.315300330340808,8.828115913648528,8.0
-11.634286692511456,9.785596154802874,8.0
-10.894720427936809,10.693211241011655,8.0
-10.100370196777387,11.546336173839546,8.0
-9.25528382572982,12.340623624182582,8.0
-8.363767681229831,13.072026085260788,8.0
-7.430364725196013,13.736816497784954,8.0
-6.459831365137217,14.33160724219645,8.0
-5.457113216590155,14.853367401199991,8.0
-4.427319901396257,15.299438204623426,8.0
-3.3756990102400017,15.667546577901083,8.0
-2.3076093621296594,15.955816725140728,8.0
-1.2284936970839426,16.162779687749456,8.0
-0.1438509411764706,16.28738082990997,8.0
-0.21924897058823525,16.54426770028066,10.0
0.36720628486039175,16.50211480232306,10.0
0.95067309875481,16.375870909955946,10.0
1.5281782579540033,16.166179333117128,10.0
2.0967789285426894,15.874108612016572,10.0
2.653577651838497,15.501147072100403,10.0
3.1957371091771924,15.049195239885604,10.0
3.720494580238244,14.520556158312514,10.0
4.2251760212343,13.917923650965907,10.0
4.707209691225378,13.244368594967494,10.0
5.164139257121204,12.503323272490015,10.0
5.593636310591606,11.698563880634023,10.0
5.993512233101626,10.834191288793065,10.0
6.361729348609915,9.914610141563243,10.0
6.696411307098758,8.944506413683975,10.0
6.995852646023664,7.92882353138487,10.0
7.258527480959566,6.87273718181878,10.0
7.483097281158093,5.781628938946442,10.0
7.668417690393432,4.661058840269149,10.0
7.813544358339361,3.5167370541521157,10.0
7.917737752762034,2.3544947821153785,10.0
7.980466928006739,1.180254544367465,10.0
8.001412230575237,0.0,10.0
7.980466928006739,-1.180254544367465,10.0
7.917737752762034,-2.3544947821153785,10.0
7.813544358339361,-3.5167370541521157,10.0
7.668417690393432,-4.661058840269149,10.0
7.483097281158093,-5.781628938946442,10.0
7.258527480959566,-6.87273718181878,10.0
6.995852646023663,-7.928823531384872,10.0
6.696411307098757,-8.944506413683976,10.0
6.361729348609916,-9.91461014156324,10.0
5.993512233101626,-10.834191288793065,10.0
5.593636310591606,-11.698563880634023,10.0
5.164139257121204,-12.503323272490015,10.0
4.707209691225378,-13.244368594967494,10.0
4.2251760212343,-13.917923650965907,10.0
3.720494580238244,-14.520556158312514,10.0
3.195737109177191,-15.049195239885606,10.0
2.653577651838497,-15.501147072100403,10.0
2.0967789285426894,-15.874108612016572,10.0
1.5281782579540033,-16.166179333117128,10.0
0.95067309875481,-16.375870909955946,10.0
0.36720628486039175,-16.50211480232306,10.0
-0.21924897058823525,-16.54426770028066,10.0
-1.3171512531429477,-16.54426770028066,10.0
-2.4094588773274537,-16.50211480232306,10.0
-3.490605693868275,-16.375870909955946,10.0
-4.555082426409287,-16.166179333117128,10.0
-5.597464745521383,-15.874108612016572,10.0
-6.612440909841767,-15.501147072100403,10.0
-7.594838833490411,-15.049195239885606,10.0
-8.539652441834159,-14.520556158312514,10.0
-9.442067181295538,-13.917923650965907,10.0
-10.297484553214217,-13.244368594967494,10.0
-11.10154554674211,-12.503323272490015,10.0
-11.850152851363461,-11.698563880634023,10.0
-12.539491735850063,-10.834191288793065,10.0
-13.166049487257188,-9.91461014156324,10.0
-13.726633310903548,-8.944506413683976,10.0
-14.218386600121146,-7.928823531384872,10.0
-14.638803492868075,-6.87273718181878,10.0
-14.985741641027062,-5.781628938946442,10.0
-15.25743312732043,-4.661058840269149,10.0
-15.45249347421129,-3.5167370541521157,10.0
-15.569928698883716,-2.3544947821153785,10.0
-15.609140378351341,-1.180254544367465,10.0
-15.569928698883716,0.0,10.0
-15.45249347421129,1.180254544367465,10.0
-15.25743312732043,2.3544947821153785,10.0
-14.985741641027062,3.5167370541521157,10.0
-14.638803492868075,4.661058840269149,10.0
-14.218386600121146,5.781628938946442,10.0
-13.726633310903546,6.87273718181878,10.0
-13.166049487257187,7.92882353138487,10.0
-12.539491735850065,8.944506413683975,10.0
-11.850152851363461,9.914610141563243,10.0
-11.10154554674211,10.834191288793065,10.0
-10.297484553214217,11.698563880634023,10.0
-9.442067181295538,12.503323272490015,10.0
-8.539652441834159,13.244368594967494,10.0
-7.594838833490411,13.917923650965907,10.0
-6.612440909841764,14.520556158312514,10.0
-5.597464745521383,15.049195239885604,10.0
-4.555082426409287,15.501147072100403,10.0
-3.490605693868275,15.874108612016572,10.0
-2.4094588773274537,16.166179333117128,10.0
-1.3171512531429477,16.375870909955946,10.0
-0.21924897058823525,16.50211480232306,10.0
-0.3114021176470588,16.80411378129426,12.0
0.2826991105349516,16.76129882530326,12.0
0.8737729350382981,16.633072132531936,12.0
1.4588073791395955,16.420087116814457,12.0
2.0348212414135993,16.123429100970384,12.0
2.598879287252332,15.744609786248361,12.0
3.1481072061478765,15.285559549043057,12.0
3.679706258519843,14.748617604139541,12.0
4.19096753745075,14.136520084610934,12.0
4.679285772654734,13.452386099111452,12.0
5.1421726063377475,12.699701837613663,12.0
5.5772692732985,11.882302806583487,12.0
5.982358620655237,11.004354284118437,12.0
6.35537640594861,10.07033009464519,12.0
6.694421816048096,9.0849898113358,12.0
6.997767153259986,8.053354502413816,12.0
7.2638666392788185,6.980681144941533,12.0
7.491364292119304,5.8724358364699,12.0
7.679100835889692,4.734265941058336,12.0
7.826119608195996,3.5719713116019776,12.0
7.93167143507426,2.391474735110776,12.0
7.995218448609356,1.1987917515444968,12.0
8.016436827786588,0.0,12.0
7.995218448609356,-1.1987917515444968,12.0
7.93167143507426,-2.391474735110776,12.0
7.826119608195996,-3.5719713116019776,12.0
7.679100835889692,-4.734265941058336,12.0
7.491364292119304,-5.8724358364699,12.0
7.2638666392788185,-6.980681144941533,12.0
6.997767153259985,-8.053354502413818,12.0
6.694421816048095,-9.084989811335802,12.0
6.355376405948611,-10.070330094645188,12.0
5.982358620655237,-11.004354284118437,12.0
5.5772692732985,-11.882302806583487,12.0
5.1421726063377475,-12.699701837613663,12.0
4.679285772654734,-13.452386099111452,12.0
4.19096753745075,-14.136520084610934,12.0
3.679706258519843,-14.748617604139541,12.0
3.148107206147875,-15.28555954904306,12.0
2.598879287252332,-15.744609786248361,12.0
2.0348212414135993,-16.123429100970384,12.0
1.4588073791395955,-16.420087116814457,12.0
0.8737729350382981,-16.633072132531936,12.0
0.2826991105349516,-16.76129882530326,12.0
-0.3114021176470588,-16.80411378129426,12.0
-1.4252796755007517,-16.80411378129426,12.0
-2.533481168643139,-16.76129882530326,12.0
-3.6303594562877533,-16.633072132531936,12.0
-4.710325098107763,-16.420087116814457,12.0
-5.767874836742689,-16.123429100970384,12.0
-6.7976196411365475,-15.744609786248361,12.0
-7.794312167804772,-15.28555954904306,12.0
-8.752873500093832,-14.748617604139541,12.0
-9.668419029176295,-14.136520084610934,12.0
-10.536283344897761,-13.452386099111452,12.0
-11.352044009637622,-12.699701837613663,12.0
-12.111544094037432,-11.882302806583487,12.0
-12.810913359760082,-11.004354284118437,12.0
-13.446587981337231,-10.070330094645188,12.0
-14.015328706606978,-9.084989811335802,12.0
-14.514237363200385,-8.053354502413818,12.0
-14.940771626963553,-6.980681144941533,12.0
-15.292757977058738,-5.8724358364699,12.0
-15.568402771728351,-4.734265941058336,12.0
-15.76630138828219,-3.5719713116019776,12.0
-15.88544538073272,-2.391474735110776,12.0
-15.925227618604662,-1.1987917515444968,12.0
-15.88544538073272,0.0,12.0
-15.76630138828219,1.1987917515444968,12.0
-15.568402771728351,2.391474735110776,12.0
-15.292757977058738,3.5719713116019776,12.0
-14.940771626963553,4.734265941058336,12.0
-14.514237363200385,5.8724358364699,12.0
-14.015328706606976,6.980681144941533,12.0
-13.44658798133723,8.053354502413816,12.0
-12.810913359760084,9.0849898113358,12.0
-12.111544094037432,10.07033009464519,12.0
-11.352044009637622,11.004354284118437,12.0
-10.536283344897761,11.882302806583487,12.0
-9.668419029176295,12.699701837613663,12.0
-8.752873500093832,13.452386099111452,12.0
-7.794312167804772,14.136520084610934,12.0
-6.797619641136546,14.748617604139541,12.0
-5.767874836742689,15.285559549043057,12.0
-4.710325098107763,15.744609786248361,12.0
-3.6303594562877533,16.123429100970384,12.0
-2.533481168643139,16.420087116814457,12.0
-1.4252796755007517,16.633072132531936,12.0
-0.3114021176470588,16.76129882530326,12.0
-0.42031038235294116,17.1062275070069,14.0
0.18264130463371642,17.062642799868115,14.0
0.7825204880323479,16.93211077612884,14.0
1.3762703210290157,16.715296597061432,14.0
1.9608651905743844,16.41330509802416,14.0
2.5333261352143874,16.027675158473475,14.0
3.090736025194933,15.560371860187033,14.0
3.6302544274864497,15.01377647365741,14.0
4.149132079979545,14.390674323683484,14.0
4.644724901094512,13.694240595993731,14.0
5.114507463414986,12.92802415722757,14.0
5.556085862687182,12.095929470724428,14.0
5.967209916607231,11.20219670027356,14.0
6.3457846312344195,10.25138010321131,14.0
6.689880876600098,9.24832482296964,14.0
6.997745217111797,8.19814219933582,14.0
7.267808846659089,7.106183722236499,14.0
7.498695582889926,5.978013761771694,14.0
7.689228879920446,4.819381213460248,14.0
7.838437823743124,3.636190203186014,14.0
7.945562079781988,2.43447000112571,14.0
8.01005576738334,1.2203442979701133,14.0
8.03159024149844,0.0,14.0
8.01005576738334,-1.2203442979701133,14.0
7.945562079781988,-2.43447000112571,14.0
7.838437823743124,-3.636190203186014,14.0
7.689228879920446,-4.819381213460248,14.0
7.498695582889926,-5.978013761771694,14.0
7.267808846659089,-7.106183722236499,14.0
6.997745217111796,-8.198142199335821,14.0
